chr1	100086092
chr1	100558074
chr1	10059244
chr1	101200350
chr1	1017939
chr1	101774594
chr1	102588931
chr1	103134474
chr1	103134502
chr1	103230937
chr1	103253208
chr1	103894303
chr1	103950405
chr1	103970806
chr1	104103422
chr1	104389479
chr1	104520722
chr1	104971514
chr1	105167414
chr1	105425412
chr1	105783960
chr1	106066071
chr1	106246802
chr1	106539177
chr1	107107857
chr1	107414254
chr1	107830699
chr1	108526008
chr1	109027359
chr1	109077259
chr1	110005957
chr1	11011338
chr1	110029367
chr1	110797994
chr1	110834259
chr1	111458639
chr1	111499134
chr1	111532072
chr1	111553817
chr1	111566709
chr1	111797839
chr1	112238027
chr1	112355293
chr1	11239522
chr1	112361800
chr1	112640240
chr1	112973365
chr1	112975220
chr1	112998297
chr1	114658780
chr1	114790165
chr1	115303089
chr1	116796281
chr1	117326390
chr1	117371200
chr1	117548414
chr1	117721127
chr1	118263065
chr1	118325966
chr1	119064870
chr1	1195958
chr1	121288674
chr1	13613524
chr1	14247142
chr1	144302912
chr1	146034171
chr1	146745234
chr1	146847908
chr1	147060454
chr1	147186635
chr1	147191662
chr1	147488597
chr1	148219440
chr1	148222770
chr1	148790257
chr1	150189089
chr1	150600082
chr1	150682744
chr1	152485940
chr1	15301133
chr1	153268395
chr1	15360026
chr1	153648640
chr1	15373357
chr1	154096532
chr1	154287715
chr1	154927938
chr1	156590142
chr1	156686586
chr1	156827078
chr1	156835440
chr1	157548349
chr1	157600784
chr1	15816337
chr1	158109562
chr1	158167758
chr1	158374056
chr1	158588259
chr1	158726426
chr1	160336064
chr1	160714278
chr1	160956292
chr1	161696304
chr1	162082884
chr1	162125508
chr1	162572622
chr1	162868724
chr1	162951613
chr1	16345623
chr1	163803563
chr1	164215003
chr1	16424205
chr1	164220423
chr1	164270323
chr1	164497051
chr1	164514481
chr1	16480014
chr1	164773533
chr1	165379429
chr1	165562692
chr1	1660733
chr1	166220208
chr1	168957978
chr1	169502779
chr1	170050986
chr1	172616123
chr1	17265342
chr1	174086710
chr1	174147694
chr1	174491101
chr1	174515508
chr1	174799141
chr1	174961201
chr1	175982054
chr1	176509096
chr1	176648899
chr1	177244649
chr1	177700922
chr1	177955142
chr1	178017207
chr1	178478145
chr1	179005257
chr1	179429004
chr1	179493860
chr1	179850073
chr1	180323858
chr1	180672801
chr1	180724611
chr1	181884410
chr1	182154314
chr1	182533407
chr1	183384198
chr1	183481879
chr1	183614420
chr1	184055991
chr1	184347365
chr1	184676279
chr1	184981329
chr1	185153362
chr1	185593061
chr1	18568187
chr1	185681864
chr1	18613637
chr1	186370584
